,BaseLoad,P_EV,P_HP,P_WB
2024-01-04 06:30:00,0.051,0.0,0.0,0.0
2024-01-04 06:45:00,0.051,0.0,0.0,0.0
2024-01-04 07:00:00,0.051,0.0,0.0,0.0
2024-01-04 07:15:00,0.051,0.0,0.0,3.0
2024-01-04 07:30:00,0.11433333333333333,3.7333333333333334,0.0,2.6
2024-01-04 07:45:00,0.241,7.0,0.0,2.4
2024-01-04 08:00:00,0.11433333333333333,7.0,0.0,1.6
2024-01-04 08:15:00,1.1827333333333334,1.4,0.0,3.0
2024-01-04 08:30:00,2.2617333333333334,0.0,0.0,2.8
2024-01-04 08:45:00,1.1294666666666666,0.0,1.6,3.0
2024-01-04 09:00:00,0.18104666666666666,0.0,1.6,3.0
2024-01-04 09:15:00,0.47236666666666666,0.0,0.0,1.8
2024-01-04 09:30:00,0.8826382780588038,0.0,0.0,2.6
2024-01-04 09:45:00,0.29891886401958095,0.0,0.0,1.0
2024-01-04 10:00:00,0.2182521973529143,0.0,0.0,0.0
2024-01-04 10:15:00,0.2182521973529143,0.0,0.0,0.0
2024-01-04 10:30:00,0.7218701464901941,0.0,0.0,0.0
2024-01-04 10:45:00,0.2627,0.0,0.0,0.0
2024-01-04 11:00:00,0.3790647484745347,0.0,0.0,0.0
2024-01-04 11:15:00,1.8053237423726738,0.0,0.0,0.0
2024-01-04 11:30:00,2.3205237423726737,0.0,0.0,2.6
2024-01-04 11:45:00,0.7643904090393402,0.0,0.0,0.6
2024-01-04 12:00:00,0.1985237423726735,0.0,0.0,2.6
2024-01-04 12:15:00,0.1985237423726735,0.0,0.0,2.8
2024-01-04 12:30:00,0.7384021595478285,0.0,0.0,0.0
2024-01-04 12:45:00,0.9919237423726734,0.0,0.0,1.4
2024-01-04 13:00:00,0.8525904090393401,0.0,0.0,0.8
2024-01-04 13:15:00,0.6505904090393402,0.0,0.0,3.0
2024-01-04 13:30:00,0.6799170757060068,0.0,0.0,0.6
2024-01-04 13:45:00,1.0400237423726737,0.0,0.0,0.0
2024-01-04 14:00:00,2.386396163615736,0.0,0.26666666666666666,0.0
2024-01-04 14:15:00,1.683,0.0,2.933333333333333,2.0
2024-01-04 14:30:00,2.3913247272810856,0.0,0.0,0.0
2024-01-04 14:45:00,1.6073426063922545,0.0,0.0,1.4
2024-01-04 15:00:00,2.351075939725588,0.0,0.0,0.4
2024-01-04 15:15:00,1.3083426063922545,0.0,0.0,0.4
2024-01-04 15:30:00,0.3510759397255878,0.0,0.0,2.6
2024-01-04 15:45:00,0.5368689800785326,0.0,0.0,0.0
2024-01-04 16:00:00,0.595766820530704,0.0,0.0,0.0
2024-01-04 16:15:00,0.6380521973529143,0.0,0.0,0.0
2024-01-04 16:30:00,0.46971119125105315,5.133333333333334,0.0,1.6
2024-01-04 16:45:00,0.49415593972558786,7.0,0.0,2.2
2024-01-04 17:00:00,0.5603959397255878,7.0,0.0,0.0
2024-01-04 17:15:00,2.241560555529534,2.3333333333333335,0.0,1.4
2024-01-04 17:30:00,2.7041237423726736,0.0,0.0,2.2
2024-01-04 17:45:00,0.9950092730589212,0.0,0.0,1.6
2024-01-04 18:00:00,0.3447699437934953,0.0,0.0,0.0
2024-01-04 18:15:00,0.4279855306862477,0.0,0.0,0.4
2024-01-04 18:30:00,0.4634051953189606,0.0,0.0,0.6
2024-01-04 18:45:00,0.48474260639225447,0.0,0.0,2.0
2024-01-04 19:00:00,0.7503959397255877,0.0,0.0,1.6
2024-01-04 19:15:00,0.5457426063922545,0.0,1.3333333333333333,0.0
2024-01-04 19:30:00,0.32928927305892114,0.0,1.8666666666666667,0.0
2024-01-04 19:45:00,0.33637593972558777,0.0,0.0,1.0
2024-01-04 20:00:00,0.4246959397255878,0.0,0.0,1.2
2024-01-04 20:15:00,0.33637593972558777,0.0,0.0,0.0
2024-01-04 20:30:00,0.9834426063922544,0.0,0.0,2.0
2024-01-04 20:45:00,0.6620759397255878,0.0,0.0,3.0
2024-01-04 21:00:00,1.1026759397255879,0.0,0.0,0.0
2024-01-04 21:15:00,0.3914092730589212,0.0,0.0,0.0
2024-01-04 21:30:00,0.8718759397255877,0.0,0.0,2.2
2024-01-04 21:45:00,0.5603959397255878,0.0,0.0,3.0
2024-01-04 22:00:00,0.48934260639225446,0.0,0.0,3.0
2024-01-04 22:15:00,1.1951426063922546,0.0,0.0,1.6
