,WasherDryer,DishWasher,BaseLoad
2024-01-03 22:15:00,0.001,0.0,0.4631256605648055
2024-01-03 22:30:00,0.001,0.0,0.48949040903934016
2024-01-03 22:45:00,0.001,0.0,0.3074237423726735
2024-01-03 23:00:00,0.001,0.0,0.1798237423726735
2024-01-03 23:15:00,0.001,0.0,0.2380237423726735
2024-01-03 23:30:00,0.001,0.0,0.2481570757060068
2024-01-03 23:45:00,0.001,0.0,0.32890983231635645
2024-01-04 00:00:00,0.001,0.0,0.5893333333333334
2024-01-04 00:15:00,0.001,0.0,0.5887999999999999
2024-01-04 00:30:00,0.001,0.0,0.259
2024-01-04 00:45:00,0.001,0.0,0.7847333333333333
2024-01-04 01:00:00,0.001,0.0,0.19706666666666667
2024-01-04 01:15:00,0.001,0.0,0.047
2024-01-04 01:30:00,0.001,0.0,0.15966666666666668
